#,business_name,current_website,maps_candidate,candidate_site,recommendation,why
93,The Great Miami LGBTQ Chamber of Commerce,https://gogaymiami.com,Coral Gables Chamber of Commerce,https://www.coralgableschamber.org/,DELETE,maps top result is a different business ('Coral Gables Chamber of Comm'); current site unverifiable
94,The Marks Development Company,http://eigfl.com/,The Estate Companies,http://eigfl.com/,DELETE,maps top result is a different business ('The Estate Companies'); current site unverifiable
95,Thomas F. Daly Loggia,http://www.miami.edu/,"Miami, FL 33124",,DELETE,"maps top result is a different business ('Miami, FL 33124'); current site unverifiable"
96,UGas,http://coral-way-u-gas.edan.io/,Coral Way U-Gas,http://coral-way-u-gas.edan.io/,DELETE,maps top result is a different business ('Coral Way U-Gas'); current site unverifiable
97,University Center Information Desk,http://www.miami.edu/,University of Miami Student Center Complex,http://www.miami.edu/SCC,DELETE,maps top result is a different business ('University of Miami Student '); current site unverifiable
98,Vicki Lopez State Representative  HD 113,http://www.citybeautiful.net/,"Miami, FL 33134",,DELETE,"maps top result is a different business ('Miami, FL 33134'); current site unverifiable"
99,Wahlstrom Insurance Associates,https://wahlstrominsuranceassociates.godaddysites.com/,Wahlstrom Associates Inc. DBA Wahlstrom Insurance,https://wahlstrominsuranceassociates.godaddysites.com/,DELETE,maps top result is a different business ('Wahlstrom Associates Inc. DB'); current site unverifiable
100,Waste Management,https://wm.com,Dade County Solid Waste Transfer,http://www.miamidade.gov/solidwaste/trash-recycling.asp,DELETE,maps top result is a different business ('Dade County Solid Waste Tran'); current site unverifiable
101,Woodlawn Park Cemetery,https://www.dignitymemorial.com/,Caballero Rivero Woodlawn North,https://www.dignitymemorial.com/funeral-homes/florida/miami/caballero-rivero-woodlawn-north/9544?utm_source=google_my_business&utm_medium=organic,DELETE,maps top result is a different business ('Caballero Rivero Woodlawn No'); current site unverifiable
102,Zoo Attraction,https://zoomiami.org,Jungle Island,https://www.jungleisland.com/,DELETE,maps top result is a different business ('Jungle Island'); current site unverifiable
103,Bladen Builders Supply,https://www.doitbest.com/bladen-builders-supply,Bladen Builders Supply,https://www.doitbest.com/bladen-builders-supply,LEAVE,current already matches verified listing
